CPT_Code,CPT_Label
27176,"Treatment of slipped femoral epiphysis; by single or multiple pinning, in situ"
1021138,Psychotherapy for Crisis Services and Procedures
1008001,"Hernioplasty, Herniorrhaphy, Herniotomy Procedures"
11423,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), scalp, neck, hands, feet, genitalia; excised diameter 2.1 to 3.0 cm"
24155,Resection of elbow joint (arthrectomy)
3019F,Left ventricular ejection fraction (LVEF) assessment planned post discharge (HF)
41155,"Glossectomy; composite procedure with resection floor of mouth, mandibular resection, and radical neck dissection (Commando type)"
20552,"Injection(s); single or multiple trigger point(s), 1 or 2 muscle(s)"
80415,Chorionic gonadotropin stimulation panel; estradiol response This panel must include the following: Estradiol (82670 x 2 on 3 pooled blood samples)
0101T,"Extracorporeal shock wave involving musculoskeletal system, not otherwise specified, high energy"
1011F,Angina present (CAD)
83663,Fetal lung maturity assessment; fluorescence polarization
33990,"Insertion of ventricular assist device, percutaneous including radiological supervision and interpretation; arterial access only"
1006821,"Ligation, major artery (eg, post-traumatic, rupture)"
1031024,General Behavioral Health Integration Care Management
T086,Nucleotide Sequence
1018502,"Medical Team Conference, Without Direct (Face-to-Face) Contact With Patient and/or Family"
65755,Keratoplasty (corneal transplant); penetrating (in pseudophakia)
41805,Removal of embedded foreign body from dentoalveolar structures; soft tissues
27275,"Manipulation, hip joint, requiring general anesthesia"
86684,Antibody; Haemophilus influenza
0496T,"Initiation and monitoring marginal (extended) cadaver donor lung(s) organ perfusion system by physician or qualified health care professional, including physiological and laboratory assessment (eg, pulmonary artery flow, pulmonary artery pressure, left atrial pressure, pulmonary vascular resistance, mean/peak and plateau airway pressure, dynamic compliance and perfusate gas analysis), including bronchoscopy and X ray when performed; each additional hour (List separately in addition to code for primary procedure)"
27502,"Closed treatment of femoral shaft fracture, with manipulation, with or without skin or skeletal traction"
1003770,Other Procedures on the Musculoskeletal System
1007732,Anoscopy
23800,"Arthrodesis, glenohumeral joint"
40800,"Drainage of abscess, cyst, hematoma, vestibule of mouth; simple"
17312,"Mohs micrographic technique, including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens by the surgeon, and histopathologic preparation including routine stain(s) (eg, hematoxylin and eosin, toluidine blue), head, neck, hands, feet, genitalia, or any location with surgery directly involving muscle, cartilage, bone, tendon, major nerves, or vessels; each additional stage after the first stage, up to 5 tissue blocks (List separately in addition to code for primary procedure)"
38241,Hematopoietic progenitor cell (HPC); autologous transplantation
86911,"Blood typing, for paternity testing, per individual; each additional antigen system"
92541,"Spontaneous nystagmus test, including gaze and fixation nystagmus, with recording"
28455,"Treatment of tarsal bone fracture (except talus and calcaneus); with manipulation, each"
19380,Revision of reconstructed breast
7020F,"Mammogram assessment category (eg, Mammography Quality Standards Act [MQSA], Breast Imaging Reporting and Data System [BI-RADS], or FDA approved equivalent categories) entered into an internal database to allow for analysis of abnormal interpretation (recall) rate (RAD)"
3285F,Intraocular pressure (IOP) reduced by a value less than 15% from the pre-intervention level (EC)
58541,"Laparoscopy, surgical, supracervical hysterectomy, for uterus 250 g or less"
97151,"Behavior identification assessment, administered by a physician or other qualified health care professional, each 15 minutes of the physician's or other qualified health care professional's time face-to-face with patient and/or guardian(s)/caregiver(s) administering assessments and discussing findings and recommendations, and non-face-to-face analyzing past data, scoring/interpreting the assessment, and preparing the report/treatment plan"
1027858,"Caloric vestibular test with recording, bilateral"
88121,"Cytopathology, in situ hybridization (eg, FISH), urinary tract specimen with morphometric analysis, 3-5 molecular probes, each specimen; using computer-assisted technology"
11443,"Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 2.1 to 3.0 cm"
1004977,Arthrodesis Procedures on the Pelvis and Hip Joint
KM,Replacement of facial prosthesis including new impression/moulage
26011,"Drainage of finger abscess; complicated (eg, felon)"
1012794,General Ophthalmological Services and Procedures
92640,"Diagnostic analysis with programming of auditory brainstem implant, per hour"
0531T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; electrode only"
95807,"Sleep study, simultaneous recording of ventilation, respiratory effort, ECG or heart rate, and oxygen saturation, attended by a technologist"
1007066,Incision Procedures on the Dentoalveolar Structures
0415T,Repositioning of previously implanted cardiac contractility modulation transvenous electrode (atrial or ventricular lead)
93745,"Initial set-up and programming by a physician or other qualified health care professional of wearable cardioverter-defibrillator includes initial programming of system, establishing baseline electronic ECG, transmission of data to data repository, patient instruction in wearing system and patient reporting of problems or events"
59898,"Unlisted laparoscopy procedure, maternity care and delivery"
1021883,Emergency Room - Hospital
1029678,Occupational Therapy Evaluations
1018543,"Closed treatment of femoral fracture, proximal end, head"
1004086,Lateral Extracavitary Approach Technique Arthrodesis Procedures on the Spine (Vertebral Column)
0486T,"Optical coherence tomography (OCT) of middle ear, with interpretation and report; bilateral"
1005287,Closed treatment of ankle dislocation
76820,"Doppler velocimetry, fetal; umbilical artery"
80188,Primidone
84244,Renin
1007164,Incision and drainage abscess
64575,Incision for implantation of neurostimulator electrode array; peripheral nerve (excludes sacral nerve)
64999,"Unlisted procedure, nervous system"
54385,Plastic operation on penis for epispadias distal to external sphincter; with incontinence
70320,"Radiologic examination, teeth; complete, full mouth"
75833,"Venography, renal, bilateral, selective, radiological supervision and interpretation"
1014587,"Repair, primary, open or percutaneous, ruptured Achilles tendon"
67908,"Repair of blepharoptosis; conjunctivo-tarso-Muller's muscle-levator resection (eg, Fasanella-Servat type)"
1010937,Nuclear Medicine Procedures
SS,Home infusion services provided in the infusion suite of the iv therapy provider
1021529,"Placement of breast localization device(s) (eg clip, metallic pellet, wire/needle, radioactive seeds), percutaneous"
65850,Trabeculotomy ab externo
90698,"Diphtheria, tetanus toxoids, acellular pertussis vaccine, Haemophilus influenzae type b, and inactivated poliovirus vaccine, (DTaP-IPV/Hib), for intramuscular use"
81189,"CSTB (cystatin B) (eg, Unverricht-Lundborg disease) gene analysis; full gene sequence"
99204,"Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate to high severity. Typically, 45 minutes are spent face-to-face with the patient and/or family."
5100F,Potential risk for fracture communicated to the referring physician or other qualified health care professional within 24 hours of completion of the imaging study (NUC_MED)
87591,"Infectious agent detection by nucleic acid (DNA or RNA); Neisseria gonorrhoeae, amplified probe technique"
1004195,Introduction or Removal Procedures on the Shoulder
33225,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, at time of insertion of implantable defibrillator or pacemaker pulse generator (eg, for upgrade to dual chamber system) (List separately in addition to code for primary procedure)"
1005453,Fracture and/or Dislocation Procedures on the Foot and Toes
41150,"Glossectomy; composite procedure with resection floor of mouth and mandibular resection, without radical neck dissection"
